"Date","Standardized_score","None","Policy","Growth","Global","Prices","Other","Finance"
"2013-10-30",-0.427688932213675,-0.023760496234093,-0.0198004135284109,-0.215824507459679,0,-0.168303514991492,0.0178203721755698,-0.0178203721755698
"2013-12-18",-0.237430252809797,0,-0.0088565253032226,-0.128513835251017,0,-0.0851733922778004,-0.00471091771448011,-0.010175582263277
"2014-01-29",-0.0298753298237493,0,-0.00117011708476352,-0.0166057041603673,0,-0.00975927440909145,-0.000995844327458311,-0.00134438984206872
"2014-03-19",-0.462281419378016,0,-0.0129763205439443,-0.282640481847787,0,-0.138684425813405,-0.0060826502549739,-0.021897540917906
"2014-04-30",-0.30661522713848,0,-0.00860674321792225,-0.196879251109971,0,-0.0866053536303426,0,-0.0145238791802438
"2014-06-18",0.160383349580128,0,0.00503163449663147,0.0946576239678795,0,0.0506308221223542,0.00157238578019733,0.0084908832130656
"2014-07-30",-0.0644678169880907,0,-0.00214892723293636,-0.0370689947681521,0,-0.0216235802814221,0,-0.0036263147055801
"2014-09-17",0.125790862415787,0,0.00372713666417146,0.0677872980796184,0,0.0444926939285468,0,0.00978373374345008
"2014-10-29",-0.358503957884992,-0.0179251978942496,0,-0.137426517189247,0,-0.176264445960121,-0.0089625989471248,-0.0179251978942496
"2014-12-17",-0.272022739974139,-0.0129534638082923,0,-0.138170280621785,0,-0.101468799831623,-0.00647673190414616,-0.0129534638082923
"2015-01-28",-0.427688932213675,0,-0.00594012405852326,-0.188132214824944,-0.00594012405852326,-0.174597217863023,0.000381865118047924,-0.0534611165267094
"2015-03-18",-0.479577662960187,-0.0479577662960187,0,-0.195827545708743,-0.00599472078700234,-0.199824026233411,-0.00599472078700234,-0.0239788831480093
"2015-04-29",-1.20601989341136,0,0,-0.477382874475328,-0.00628135361151748,-0.590447239482643,-0.0565321825036573,-0.0753762433382097
"2015-06-17",-0.946576239678795,0,0,-0.417607164564174,0.00928015921253721,-0.46400796062686,-0.0185603184250744,-0.0556809552752232
"2015-07-29",-0.56605888087104,0,0,-0.2653401004083,0.00589644667574,-0.25944365373256,-0.01179289335148,-0.03537868005444
"2015-09-17",0.316049541819664,0.0175583078788702,0,0.137540078384483,0.00292638464647837,0.134613693738005,0.00585276929295674,0.0175583078788702
"2015-10-28",0.281457054655323,0.0312730060728136,0.00156365030364068,0.116231339237291,-0.00260608383940114,0.11466768893365,0.00469095091092205,0.0156365030364068
"2015-12-16",0.644678169880907,0.0402923856175567,0.0443216241793124,0.299506733090505,-0.0402923856175567,0.248469711308266,0.012087715685267,0.0402923856175567
"2016-01-27",0.0393096445049334,0.00280783175035238,0.00187188783356826,0.0191868502940746,-0.00140391587517619,0.0131032148349778,0.000935943916784128,0.00280783175035238
"2016-03-16",0.610085682716566,0.0813447576955421,0.0271149192318474,0.223698083662741,-0.00677872980796184,0.223698083662741,0.0203361894238855,0.040672378847771
"2016-04-27",0.523604464805712,0.0698139286407616,0.0232713095469205,0.226895268082475,0.00581782738673013,0.139627857281523,0.0232713095469205,0.0349069643203808
"2016-06-15",0.661974413463078,0.0472838866759341,0.0315225911172894,0.323106558952217,0.00788064777932235,0.189135546703736,0.0157612955586447,0.0472838866759341
"2016-07-27",0.177679593162299,0.0222099491452873,0.00740331638176245,0.0888397965811494,-0.00185082909544061,0.0444198982905747,0.00555248728632184,0.0111049745726437
"2016-09-21",0.385234516148347,0.08255025346036,0.0183445007689689,0.151342131343993,-0.00458612519224222,0.110067004613813,0,0.0275167511534533
"2016-11-02",0.71386314420959,0.152970673759198,0.0339934830575995,0.288944605989596,-0.0509902245863992,0.237954381403197,0,0.0509902245863992
"2016-12-14",0.921418067195638,0.0658155762282598,0.0438770508188399,0.471678296302529,-0.0658155762282598,0.340047143846009,0,0.0658155762282598
"2017-02-01",1.00789928510649,0.0775307142389609,0.0452262499727272,0.465184285433765,0,0.264896606983116,0.0775307142389609,0.0775307142389609
"2017-03-15",0.592789439134395,0.0455991876257227,0.0208996276617896,0.262195328847905,0,0.218496107373255,0,0.0455991876257227
"2017-05-03",0.333345785401835,0.0303041623092577,0.0101013874364192,0.166672892700917,0,0.0959631806459827,0,0.0303041623092577
"2017-06-14",0.592789439134395,0.0423421027953139,0.0282280685302093,0.282280685302093,0.0141140342651046,0.197596479711465,0,0.0282280685302093
"2017-07-26",0.679270657045248,0.056605888087104,0.037737258724736,0.349069643203808,0,0.2358578670296,0,0
"2017-09-20",0.852233092866955,0.0655563917589965,0.0437042611726644,0.404264415847145,0,0.338708024088149,0,0
"2017-11-01",0.921418067195638,0.0708783128612029,0.0472522085741353,0.437082929310751,0,0.366204616449548,0,0
"2017-12-13",0.281457054655323,0.0216505426657941,0.0144336951105294,0.144336951105294,0,0.101035865773706,0,0
"2018-01-31",0.437123246894859,0.0397384769904417,0.0264923179936278,0.205315464450616,0,0.165576987460174,0,0
"2018-03-21",0.575493195552224,0.0411066568251589,0.0479577662960187,0.294597707246972,0,0.191831065184075,0,0
"2018-05-02",0.765751874956102,0.0765751874956102,0.0510501249970734,0.472213656222929,0,0.165912906240489,0,0
"2018-06-13",2.01108141287239,0,0.0837950588696829,1.45803402433248,0,0.469252329670224,0,0
"2018-08-01",2.08026638720107,0,0.099060304152432,1.57505883602367,0,0.406147247024971,0,0
"2018-09-26",2.27052506660495,0,0,1.7731719567772,0,0.497353109827751,0,0
"2018-11-08",2.13215511794759,0,0,1.76495062541217,0,0.367204492535417,0,0
"2018-12-19",1.97648892570805,0,0,1.54354373245771,0,0.432945193250334,0,0
"2019-01-30",0.990603041524321,0.0762002339634093,0.0381001169817046,0.4127512673018,0.16383050302133,0.177800545914622,0,0.121920374341455
"2019-03-20",0.00471715734059201,0.000336939810042287,0.000168469905021143,0.00182509063772905,0.000724420591590916,0.00112313270014096,0,0.000539103696067659
"2019-05-01",0.056605888087104,0.0037737258724736,0.0056605888087104,0.0194975836744469,0.00880536036910507,0.0106922233053419,0,0.00817640605702614
"2019-06-19",0.73115938779176,0.09139492347397,0.0685461926054775,0.275272805225172,0.0868251773002715,0.136004350407694,0,0.073115938779176
"2019-07-31",0.194975836744469,0.0121859897965293,0.00609299489826467,0.0792089336774407,0.0284339761919018,0.0385889676890096,0,0.0304649744913233
"2019-09-18",0.160383349580128,0.0178203721755698,0.0222754652194622,0.0549461475413402,0.023760496234093,0.0282155892779855,0,0.0133652791316773
"2019-10-11",0.0911983752514454,0.0130283393216351,0,0,0.0390850179649052,0,0.0195425089824526,0.0195425089824526
"2019-10-30",0.194975836744469,0.0114691668673217,0.0172037503009826,0.059257362147829,0.0420536118468463,0.0363190284131855,0.0114691668673217,0.0172037503009826
"2019-12-11",0.575493195552224,0.038366213036815,0.038366213036815,0.185436696344606,0.104867648967294,0.108704270270976,0.038366213036815,0.0613859408589039
"2020-01-29",0.108494618833616,0.006780913677101,0.013561827354202,0.0327744161059882,0.0158221319132357,0.0192125887517862,0.006780913677101,0.013561827354202
"2020-03-03",-0.202837765645456,-0.0289768236636366,0,-0.00965894122121219,-0.0724420591590915,-0.00965894122121219,-0.0386357648848488,-0.0434652354954549
"2020-03-15",0.229568323908811,0.0478267341476689,0.00717401012215034,0.0581891932129972,0.0438411729686965,0.0366671628465462,-0.00956534682953378,0.0454353974402855
"2020-03-23",0.834936849284784,0.166987369856957,0,0,0.242131686292587,0.0834936849284784,0,0.342324108206762
"2020-04-29",0.316049541819664,0.0632099083639328,0.0237037156364748,0.0821728808731127,0.0474074312729496,0.0679506514912278,0,0.0316049541819664
"2020-06-10",0.419827003312688,0.104956750828172,0.0204082571054779,0.0909625173844158,0.0408165142109558,0.07521900476019,0,0.0874639590234767
"2020-07-29",0.264160811073152,0.0609601871707274,0.0118533697276414,0.057912177812191,0.0287867550528435,0.0538481653341426,0,0.0508001559756062
"2020-09-16",0.21227208032664,0.028302944043552,0.014151472021776,0.0533038779486896,0.0169817664261312,0.0457564262037424,0,0.0537755936827488
"2020-11-05",0.125790862415787,0.0167721149887716,0.0125790862415787,0.0232014257344673,0.0142562977404558,0.0271149192318474,0,0.031867018478666
"2020-12-16",0.333345785401835,0.0416682231752294,0.0208341115876147,0.0618078643765902,0.035417989698945,0.0715304497841437,0,0.102087146779312
"2021-01-27",0.177679593162299,0.0222099491452873,0.0111049745726437,0.0384972451851647,0.0188784567734942,0.0381270793660766,-0.00555248728632184,0.054414375405954
"2021-03-17",0.489011977641371,0.0611264972051714,0.0305632486025857,0.0876146459940789,0.0519575226243957,0.123271769363762,-0.0152816243012928,0.14975991815267
"2021-04-28",1.30193542600339,0.153168873647458,0.076584436823729,0.155721688208249,0.130193542600339,0.308890561855707,0.102112582431639,0.375263740436272
"2021-06-16",0.886825580031296,0.0886825580031296,0.0886825580031296,0.149282305971935,0.119721453304225,0.178843158639645,0.0443412790015648,0.217272267107668
"2021-07-28",0.800344362120443,0.160068872424089,0.0400172181060222,0.123386422493568,0.0800344362120443,0.16340364059959,0.0533562908080295,0.1800774814771
"2021-09-22",0.869529336449126,0.173905867289825,0.0434764668224563,0.0905759725467839,0.0652147002336844,0.177528906191697,0.101445089252398,0.217382334112281
"2021-11-03",0.558196951970054,0.0826958447363042,0.0413479223681521,0.0585762233548822,0.0396250922694791,0.12059810690711,0.0275652815787681,0.187788480755358
"2021-12-15",0.610085682716566,0.11092466958483,0,0.140966767597388,0.0485295429433632,0.113235600201181,0.00924372246540251,0.187185379924401
"2022-01-26",0.385234516148347,0.0917225038448445,0.00917225038448445,0.08255025346036,0.0321028763456956,0.0550335023069067,0,0.114653129806056
"2022-03-16",1.09438050301734,0.364793501005782,0.141864139280026,0.192529903308607,0.151997292085742,0.172263597697175,-0.0202663056114323,0.0911983752514454
"2022-05-04",0.627381926298736,0.188214577889621,0.0418254617532491,0.130704567978903,0.104563654383123,0.0731945580681859,-0.0104563654383123,0.0993354716639666
"2022-06-15",0.834936849284784,0.263664268195195,0.0219720223495996,0.135494137822531,0.17943818252173,0.109860111747998,-0.0146480148997331,0.139156141547464
"2022-07-27",0.45441949047703,0.108195116780245,0.0108195116780245,0.0667203220144845,0.120817880404607,0.0540975583901226,-0.00721300778534968,0.100982108994895
"2022-09-21",0.540900708387883,0.150250196774412,0.0150250196774412,0.0926542880108873,0.12270432736577,0.0751250983872059,-0.0100166797849608,0.0951584579571275
"2022-11-02",0.71386314420959,0.169967415287997,0.0815843593382388,0.126909003415038,0.147305093249598,0.0917824042555187,-0.0113311610191998,0.107646029682398
"2022-12-14",0.71386314420959,0.169967415287997,0.0815843593382388,0.126909003415038,0.147305093249598,0.0917824042555187,-0.0113311610191998,0.107646029682398
"2023-02-01",0.402530759730518,0.0958406570786946,0.0460035153977734,0.0747557125213818,0.0862565913708252,0.0421698891146257,-0.00958406570786947,0.0670884599550862
"2023-03-22",0.45441949047703,0.113604872619257,0.0545303388572435,0.0848249715557122,0.0795234108334802,0.0348388276032389,0,0.0870970690080973
"2023-05-03",0.385234516148347,0.0856076702551882,0.0392368488669613,0.067772738952024,0.0749067114732897,0.0249689038244299,0.0107009587818985,0.0820406839945554
"2023-06-14",0.160383349580128,0.030071878046274,0.0233892384804353,0.0317425379377337,0.025059898371895,0.0116946192402177,0.005011979674379,0.0334131978291934
"2023-07-26",0.385234516148347,0.0856076702551882,0.0392368488669613,0.067772738952024,0.0749067114732897,0.0249689038244299,0.0107009587818985,0.0820406839945554
